Raw_Data,ID,Status,Latency,Risk_Level
TXNID:236842 | STATUS:REJECTED | LATENCY:92ms,236842,REJECTED,92,CRITICAL
TXNID:763479 | STATUS:PENDING | LATENCY:181ms,763479,PENDING,181,CRITICAL
TXNID:206690 | STATUS:FAILURE | LATENCY:193ms,206690,FAILURE,193,CRITICAL
TXNID:855644 | STATUS:REJECTED | LATENCY:89ms,855644,REJECTED,89,CRITICAL
TXNID:474645 | STATUS:REJECTED | LATENCY:139ms,474645,REJECTED,139,CRITICAL
TXNID:926541 | STATUS:REJECTED | LATENCY:75ms,926541,REJECTED,75,CRITICAL
TXNID:605465 | STATUS:PENDING | LATENCY:194ms,605465,PENDING,194,CRITICAL
TXNID:349257 | STATUS:REJECTED | LATENCY:98ms,349257,REJECTED,98,CRITICAL
TXNID:712605 | STATUS:SUCCESS | LATENCY:191ms,712605,SUCCESS,191,CRITICAL
TXNID:163210 | STATUS:REJECTED | LATENCY:50ms,163210,REJECTED,50,CRITICAL
TXNID:477519 | STATUS:REJECTED | LATENCY:60ms,477519,REJECTED,60,CRITICAL
TXNID:524403 | STATUS:PENDING | LATENCY:199ms,524403,PENDING,199,CRITICAL
TXNID:293468 | STATUS:REJECTED | LATENCY:106ms,293468,REJECTED,106,CRITICAL
TXNID:327426 | STATUS:REJECTED | LATENCY:14ms,327426,REJECTED,14,CRITICAL
TXNID:420665 | STATUS:REJECTED | LATENCY:63ms,420665,REJECTED,63,CRITICAL
TXNID:645949 | STATUS:REJECTED | LATENCY:150ms,645949,REJECTED,150,CRITICAL
TXNID:71435 | STATUS:REJECTED | LATENCY:157ms,71435,REJECTED,157,CRITICAL
TXNID:80338 | STATUS:REJECTED | LATENCY:96ms,80338,REJECTED,96,CRITICAL
TXNID:560833 | STATUS:REJECTED | LATENCY:110ms,560833,REJECTED,110,CRITICAL
TXNID:375409 | STATUS:FAILURE | LATENCY:181ms,375409,FAILURE,181,CRITICAL
TXNID:523211 | STATUS:REJECTED | LATENCY:134ms,523211,REJECTED,134,CRITICAL
TXNID:730368 | STATUS:REJECTED | LATENCY:19ms,730368,REJECTED,19,CRITICAL
TXNID:350044 | STATUS:REJECTED | LATENCY:3ms,350044,REJECTED,3,CRITICAL
TXNID:213098 | STATUS:SUCCESS | LATENCY:198ms,213098,SUCCESS,198,CRITICAL
TXNID:616450 | STATUS:REJECTED | LATENCY:42ms,616450,REJECTED,42,CRITICAL
TXNID:816819 | STATUS:FAILURE | LATENCY:183ms,816819,FAILURE,183,CRITICAL
TXNID:584662 | STATUS:REJECTED | LATENCY:158ms,584662,REJECTED,158,CRITICAL
TXNID:265202 | STATUS:FAILURE | LATENCY:194ms,265202,FAILURE,194,CRITICAL
TXNID:963580 | STATUS:SUCCESS | LATENCY:185ms,963580,SUCCESS,185,CRITICAL
TXNID:299017 | STATUS:REJECTED | LATENCY:106ms,299017,REJECTED,106,CRITICAL
TXNID:437636 | STATUS:REJECTED | LATENCY:198ms,437636,REJECTED,198,CRITICAL
TXNID:782771 | STATUS:SUCCESS | LATENCY:182ms,782771,SUCCESS,182,CRITICAL
TXNID:971635 | STATUS:PENDING | LATENCY:194ms,971635,PENDING,194,CRITICAL
TXNID:209508 | STATUS:SUCCESS | LATENCY:189ms,209508,SUCCESS,189,CRITICAL
TXNID:495334 | STATUS:REJECTED | LATENCY:34ms,495334,REJECTED,34,CRITICAL
TXNID:132876 | STATUS:REJECTED | LATENCY:82ms,132876,REJECTED,82,CRITICAL
TXNID:139851 | STATUS:REJECTED | LATENCY:49ms,139851,REJECTED,49,CRITICAL
TXNID:2487 | STATUS:REJECTED | LATENCY:77ms,2487,REJECTED,77,CRITICAL
TXNID:914578 | STATUS:REJECTED | LATENCY:157ms,914578,REJECTED,157,CRITICAL
TXNID:765062 | STATUS:REJECTED | LATENCY:39ms,765062,REJECTED,39,CRITICAL
TXNID:395183 | STATUS:REJECTED | LATENCY:114ms,395183,REJECTED,114,CRITICAL
TXNID:627256 | STATUS:PENDING | LATENCY:187ms,627256,PENDING,187,CRITICAL
TXNID:384577 | STATUS:REJECTED | LATENCY:39ms,384577,REJECTED,39,CRITICAL
TXNID:953648 | STATUS:REJECTED | LATENCY:126ms,953648,REJECTED,126,CRITICAL
TXNID:761007 | STATUS:SUCCESS | LATENCY:188ms,761007,SUCCESS,188,CRITICAL
TXNID:705247 | STATUS:REJECTED | LATENCY:26ms,705247,REJECTED,26,CRITICAL
TXNID:317374 | STATUS:REJECTED | LATENCY:129ms,317374,REJECTED,129,CRITICAL
TXNID:344739 | STATUS:PENDING | LATENCY:181ms,344739,PENDING,181,CRITICAL
TXNID:835797 | STATUS:SUCCESS | LATENCY:186ms,835797,SUCCESS,186,CRITICAL
TXNID:123300 | STATUS:REJECTED | LATENCY:45ms,123300,REJECTED,45,CRITICAL
TXNID:411713 | STATUS:REJECTED | LATENCY:135ms,411713,REJECTED,135,CRITICAL
TXNID:713627 | STATUS:REJECTED | LATENCY:108ms,713627,REJECTED,108,CRITICAL
TXNID:173760 | STATUS:REJECTED | LATENCY:46ms,173760,REJECTED,46,CRITICAL
TXNID:814221 | STATUS:REJECTED | LATENCY:2ms,814221,REJECTED,2,CRITICAL
TXNID:73880 | STATUS:REJECTED | LATENCY:57ms,73880,REJECTED,57,CRITICAL
TXNID:682674 | STATUS:REJECTED | LATENCY:92ms,682674,REJECTED,92,CRITICAL
TXNID:232661 | STATUS:REJECTED | LATENCY:146ms,232661,REJECTED,146,CRITICAL
TXNID:308633 | STATUS:REJECTED | LATENCY:198ms,308633,REJECTED,198,CRITICAL
TXNID:257876 | STATUS:REJECTED | LATENCY:178ms,257876,REJECTED,178,CRITICAL
TXNID:321858 | STATUS:REJECTED | LATENCY:151ms,321858,REJECTED,151,CRITICAL
TXNID:627261 | STATUS:REJECTED | LATENCY:143ms,627261,REJECTED,143,CRITICAL
TXNID:538552 | STATUS:REJECTED | LATENCY:107ms,538552,REJECTED,107,CRITICAL
TXNID:486632 | STATUS:REJECTED | LATENCY:184ms,486632,REJECTED,184,CRITICAL
TXNID:953121 | STATUS:SUCCESS | LATENCY:188ms,953121,SUCCESS,188,CRITICAL
TXNID:808938 | STATUS:REJECTED | LATENCY:72ms,808938,REJECTED,72,CRITICAL
TXNID:30716 | STATUS:REJECTED | LATENCY:102ms,30716,REJECTED,102,CRITICAL
TXNID:15885 | STATUS:REJECTED | LATENCY:26ms,15885,REJECTED,26,CRITICAL
TXNID:391825 | STATUS:FAILURE | LATENCY:187ms,391825,FAILURE,187,CRITICAL
TXNID:999807 | STATUS:REJECTED | LATENCY:2ms,999807,REJECTED,2,CRITICAL
TXNID:263764 | STATUS:REJECTED | LATENCY:126ms,263764,REJECTED,126,CRITICAL
TXNID:240502 | STATUS:REJECTED | LATENCY:139ms,240502,REJECTED,139,CRITICAL
TXNID:482408 | STATUS:REJECTED | LATENCY:92ms,482408,REJECTED,92,CRITICAL
TXNID:663746 | STATUS:REJECTED | LATENCY:49ms,663746,REJECTED,49,CRITICAL
TXNID:523619 | STATUS:SUCCESS | LATENCY:191ms,523619,SUCCESS,191,CRITICAL
TXNID:244683 | STATUS:REJECTED | LATENCY:67ms,244683,REJECTED,67,CRITICAL
TXNID:546127 | STATUS:REJECTED | LATENCY:2ms,546127,REJECTED,2,CRITICAL
TXNID:168924 | STATUS:PENDING | LATENCY:181ms,168924,PENDING,181,CRITICAL
TXNID:112392 | STATUS:REJECTED | LATENCY:108ms,112392,REJECTED,108,CRITICAL
TXNID:574730 | STATUS:REJECTED | LATENCY:10ms,574730,REJECTED,10,CRITICAL
TXNID:976496 | STATUS:REJECTED | LATENCY:36ms,976496,REJECTED,36,CRITICAL
TXNID:713610 | STATUS:REJECTED | LATENCY:107ms,713610,REJECTED,107,CRITICAL
TXNID:356702 | STATUS:FAILURE | LATENCY:197ms,356702,FAILURE,197,CRITICAL
TXNID:712001 | STATUS:SUCCESS | LATENCY:193ms,712001,SUCCESS,193,CRITICAL
TXNID:459405 | STATUS:REJECTED | LATENCY:103ms,459405,REJECTED,103,CRITICAL
TXNID:910988 | STATUS:REJECTED | LATENCY:77ms,910988,REJECTED,77,CRITICAL
TXNID:449970 | STATUS:REJECTED | LATENCY:88ms,449970,REJECTED,88,CRITICAL
TXNID:13945 | STATUS:REJECTED | LATENCY:196ms,13945,REJECTED,196,CRITICAL
TXNID:633885 | STATUS:REJECTED | LATENCY:53ms,633885,REJECTED,53,CRITICAL
TXNID:914530 | STATUS:FAILURE | LATENCY:195ms,914530,FAILURE,195,CRITICAL
TXNID:626999 | STATUS:FAILURE | LATENCY:198ms,626999,FAILURE,198,CRITICAL
TXNID:875461 | STATUS:FAILURE | LATENCY:199ms,875461,FAILURE,199,CRITICAL
TXNID:300532 | STATUS:SUCCESS | LATENCY:193ms,300532,SUCCESS,193,CRITICAL
TXNID:744641 | STATUS:FAILURE | LATENCY:193ms,744641,FAILURE,193,CRITICAL
TXNID:523369 | STATUS:FAILURE | LATENCY:189ms,523369,FAILURE,189,CRITICAL
TXNID:348770 | STATUS:REJECTED | LATENCY:98ms,348770,REJECTED,98,CRITICAL
TXNID:557010 | STATUS:REJECTED | LATENCY:142ms,557010,REJECTED,142,CRITICAL
TXNID:313364 | STATUS:FAILURE | LATENCY:183ms,313364,FAILURE,183,CRITICAL
TXNID:410437 | STATUS:REJECTED | LATENCY:96ms,410437,REJECTED,96,CRITICAL
TXNID:415151 | STATUS:REJECTED | LATENCY:36ms,415151,REJECTED,36,CRITICAL
TXNID:334646 | STATUS:REJECTED | LATENCY:178ms,334646,REJECTED,178,CRITICAL
TXNID:794594 | STATUS:REJECTED | LATENCY:189ms,794594,REJECTED,189,CRITICAL
TXNID:297488 | STATUS:FAILURE | LATENCY:194ms,297488,FAILURE,194,CRITICAL
TXNID:447662 | STATUS:PENDING | LATENCY:196ms,447662,PENDING,196,CRITICAL
TXNID:401374 | STATUS:REJECTED | LATENCY:194ms,401374,REJECTED,194,CRITICAL
TXNID:980681 | STATUS:REJECTED | LATENCY:55ms,980681,REJECTED,55,CRITICAL
TXNID:476719 | STATUS:REJECTED | LATENCY:145ms,476719,REJECTED,145,CRITICAL
TXNID:265357 | STATUS:REJECTED | LATENCY:121ms,265357,REJECTED,121,CRITICAL
TXNID:923740 | STATUS:REJECTED | LATENCY:106ms,923740,REJECTED,106,CRITICAL
TXNID:578130 | STATUS:REJECTED | LATENCY:131ms,578130,REJECTED,131,CRITICAL
TXNID:140140 | STATUS:REJECTED | LATENCY:93ms,140140,REJECTED,93,CRITICAL
TXNID:966794 | STATUS:REJECTED | LATENCY:36ms,966794,REJECTED,36,CRITICAL
TXNID:483256 | STATUS:REJECTED | LATENCY:32ms,483256,REJECTED,32,CRITICAL
TXNID:989728 | STATUS:REJECTED | LATENCY:177ms,989728,REJECTED,177,CRITICAL
TXNID:881639 | STATUS:PENDING | LATENCY:182ms,881639,PENDING,182,CRITICAL
TXNID:668354 | STATUS:REJECTED | LATENCY:97ms,668354,REJECTED,97,CRITICAL
TXNID:903555 | STATUS:REJECTED | LATENCY:150ms,903555,REJECTED,150,CRITICAL
TXNID:46797 | STATUS:PENDING | LATENCY:187ms,46797,PENDING,187,CRITICAL
TXNID:577428 | STATUS:REJECTED | LATENCY:9ms,577428,REJECTED,9,CRITICAL
TXNID:343484 | STATUS:REJECTED | LATENCY:45ms,343484,REJECTED,45,CRITICAL
TXNID:37293 | STATUS:REJECTED | LATENCY:122ms,37293,REJECTED,122,CRITICAL
TXNID:766442 | STATUS:REJECTED | LATENCY:105ms,766442,REJECTED,105,CRITICAL
TXNID:265287 | STATUS:REJECTED | LATENCY:16ms,265287,REJECTED,16,CRITICAL
TXNID:320680 | STATUS:REJECTED | LATENCY:92ms,320680,REJECTED,92,CRITICAL
TXNID:637757 | STATUS:REJECTED | LATENCY:133ms,637757,REJECTED,133,CRITICAL
TXNID:494901 | STATUS:REJECTED | LATENCY:119ms,494901,REJECTED,119,CRITICAL
TXNID:631072 | STATUS:FAILURE | LATENCY:181ms,631072,FAILURE,181,CRITICAL
TXNID:63945 | STATUS:REJECTED | LATENCY:90ms,63945,REJECTED,90,CRITICAL
TXNID:213407 | STATUS:REJECTED | LATENCY:199ms,213407,REJECTED,199,CRITICAL
TXNID:266363 | STATUS:FAILURE | LATENCY:187ms,266363,FAILURE,187,CRITICAL
TXNID:248120 | STATUS:REJECTED | LATENCY:67ms,248120,REJECTED,67,CRITICAL
TXNID:644479 | STATUS:REJECTED | LATENCY:105ms,644479,REJECTED,105,CRITICAL
TXNID:284033 | STATUS:REJECTED | LATENCY:47ms,284033,REJECTED,47,CRITICAL
TXNID:375300 | STATUS:REJECTED | LATENCY:83ms,375300,REJECTED,83,CRITICAL
TXNID:712152 | STATUS:REJECTED | LATENCY:158ms,712152,REJECTED,158,CRITICAL
TXNID:486636 | STATUS:REJECTED | LATENCY:44ms,486636,REJECTED,44,CRITICAL
TXNID:320912 | STATUS:REJECTED | LATENCY:185ms,320912,REJECTED,185,CRITICAL
TXNID:593209 | STATUS:REJECTED | LATENCY:103ms,593209,REJECTED,103,CRITICAL
TXNID:859022 | STATUS:REJECTED | LATENCY:75ms,859022,REJECTED,75,CRITICAL
TXNID:956944 | STATUS:REJECTED | LATENCY:113ms,956944,REJECTED,113,CRITICAL
TXNID:463992 | STATUS:REJECTED | LATENCY:14ms,463992,REJECTED,14,CRITICAL
TXNID:510064 | STATUS:REJECTED | LATENCY:146ms,510064,REJECTED,146,CRITICAL
TXNID:130142 | STATUS:REJECTED | LATENCY:102ms,130142,REJECTED,102,CRITICAL
TXNID:449344 | STATUS:REJECTED | LATENCY:101ms,449344,REJECTED,101,CRITICAL
TXNID:298492 | STATUS:REJECTED | LATENCY:90ms,298492,REJECTED,90,CRITICAL
TXNID:164645 | STATUS:REJECTED | LATENCY:172ms,164645,REJECTED,172,CRITICAL
TXNID:451229 | STATUS:REJECTED | LATENCY:50ms,451229,REJECTED,50,CRITICAL
TXNID:185378 | STATUS:REJECTED | LATENCY:143ms,185378,REJECTED,143,CRITICAL
TXNID:886979 | STATUS:REJECTED | LATENCY:130ms,886979,REJECTED,130,CRITICAL
TXNID:364671 | STATUS:SUCCESS | LATENCY:188ms,364671,SUCCESS,188,CRITICAL
TXNID:698916 | STATUS:REJECTED | LATENCY:36ms,698916,REJECTED,36,CRITICAL
TXNID:893853 | STATUS:REJECTED | LATENCY:21ms,893853,REJECTED,21,CRITICAL
TXNID:749165 | STATUS:REJECTED | LATENCY:3ms,749165,REJECTED,3,CRITICAL
TXNID:314977 | STATUS:FAILURE | LATENCY:199ms,314977,FAILURE,199,CRITICAL
TXNID:555481 | STATUS:REJECTED | LATENCY:196ms,555481,REJECTED,196,CRITICAL
TXNID:933300 | STATUS:REJECTED | LATENCY:82ms,933300,REJECTED,82,CRITICAL
TXNID:213410 | STATUS:FAILURE | LATENCY:191ms,213410,FAILURE,191,CRITICAL
TXNID:809009 | STATUS:FAILURE | LATENCY:189ms,809009,FAILURE,189,CRITICAL
TXNID:954729 | STATUS:REJECTED | LATENCY:155ms,954729,REJECTED,155,CRITICAL
TXNID:26356 | STATUS:REJECTED | LATENCY:115ms,26356,REJECTED,115,CRITICAL
TXNID:223127 | STATUS:SUCCESS | LATENCY:198ms,223127,SUCCESS,198,CRITICAL
TXNID:744614 | STATUS:REJECTED | LATENCY:180ms,744614,REJECTED,180,CRITICAL
TXNID:784359 | STATUS:REJECTED | LATENCY:26ms,784359,REJECTED,26,CRITICAL
TXNID:97316 | STATUS:PENDING | LATENCY:185ms,97316,PENDING,185,CRITICAL
TXNID:364283 | STATUS:REJECTED | LATENCY:122ms,364283,REJECTED,122,CRITICAL
TXNID:116501 | STATUS:REJECTED | LATENCY:188ms,116501,REJECTED,188,CRITICAL
TXNID:76027 | STATUS:REJECTED | LATENCY:175ms,76027,REJECTED,175,CRITICAL
TXNID:992358 | STATUS:PENDING | LATENCY:186ms,992358,PENDING,186,CRITICAL
TXNID:560834 | STATUS:REJECTED | LATENCY:186ms,560834,REJECTED,186,CRITICAL
TXNID:770699 | STATUS:SUCCESS | LATENCY:185ms,770699,SUCCESS,185,CRITICAL
TXNID:6530 | STATUS:REJECTED | LATENCY:122ms,6530,REJECTED,122,CRITICAL
TXNID:695865 | STATUS:REJECTED | LATENCY:31ms,695865,REJECTED,31,CRITICAL
TXNID:152529 | STATUS:REJECTED | LATENCY:156ms,152529,REJECTED,156,CRITICAL
TXNID:743485 | STATUS:REJECTED | LATENCY:136ms,743485,REJECTED,136,CRITICAL
TXNID:809879 | STATUS:PENDING | LATENCY:195ms,809879,PENDING,195,CRITICAL
TXNID:462805 | STATUS:REJECTED | LATENCY:86ms,462805,REJECTED,86,CRITICAL
TXNID:594532 | STATUS:REJECTED | LATENCY:131ms,594532,REJECTED,131,CRITICAL
TXNID:469987 | STATUS:REJECTED | LATENCY:182ms,469987,REJECTED,182,CRITICAL
TXNID:712889 | STATUS:SUCCESS | LATENCY:195ms,712889,SUCCESS,195,CRITICAL
TXNID:577617 | STATUS:REJECTED | LATENCY:36ms,577617,REJECTED,36,CRITICAL
TXNID:609093 | STATUS:REJECTED | LATENCY:80ms,609093,REJECTED,80,CRITICAL
TXNID:80433 | STATUS:REJECTED | LATENCY:163ms,80433,REJECTED,163,CRITICAL
TXNID:559272 | STATUS:REJECTED | LATENCY:85ms,559272,REJECTED,85,CRITICAL
TXNID:127406 | STATUS:PENDING | LATENCY:195ms,127406,PENDING,195,CRITICAL
TXNID:942067 | STATUS:REJECTED | LATENCY:14ms,942067,REJECTED,14,CRITICAL
TXNID:575910 | STATUS:REJECTED | LATENCY:82ms,575910,REJECTED,82,CRITICAL
TXNID:221244 | STATUS:FAILURE | LATENCY:196ms,221244,FAILURE,196,CRITICAL
TXNID:563818 | STATUS:REJECTED | LATENCY:194ms,563818,REJECTED,194,CRITICAL
TXNID:244120 | STATUS:REJECTED | LATENCY:4ms,244120,REJECTED,4,CRITICAL
TXNID:911430 | STATUS:REJECTED | LATENCY:24ms,911430,REJECTED,24,CRITICAL
TXNID:79645 | STATUS:REJECTED | LATENCY:98ms,79645,REJECTED,98,CRITICAL
TXNID:941717 | STATUS:REJECTED | LATENCY:91ms,941717,REJECTED,91,CRITICAL
TXNID:578640 | STATUS:SUCCESS | LATENCY:198ms,578640,SUCCESS,198,CRITICAL
TXNID:18606 | STATUS:REJECTED | LATENCY:114ms,18606,REJECTED,114,CRITICAL
TXNID:77131 | STATUS:REJECTED | LATENCY:143ms,77131,REJECTED,143,CRITICAL
TXNID:245579 | STATUS:REJECTED | LATENCY:14ms,245579,REJECTED,14,CRITICAL
TXNID:935799 | STATUS:FAILURE | LATENCY:181ms,935799,FAILURE,181,CRITICAL
TXNID:253957 | STATUS:REJECTED | LATENCY:50ms,253957,REJECTED,50,CRITICAL
TXNID:37507 | STATUS:REJECTED | LATENCY:77ms,37507,REJECTED,77,CRITICAL
TXNID:823145 | STATUS:REJECTED | LATENCY:95ms,823145,REJECTED,95,CRITICAL
TXNID:854370 | STATUS:REJECTED | LATENCY:23ms,854370,REJECTED,23,CRITICAL
TXNID:553462 | STATUS:REJECTED | LATENCY:4ms,553462,REJECTED,4,CRITICAL
TXNID:398261 | STATUS:REJECTED | LATENCY:115ms,398261,REJECTED,115,CRITICAL
TXNID:53357 | STATUS:REJECTED | LATENCY:193ms,53357,REJECTED,193,CRITICAL
TXNID:562738 | STATUS:REJECTED | LATENCY:24ms,562738,REJECTED,24,CRITICAL
TXNID:510613 | STATUS:SUCCESS | LATENCY:199ms,510613,SUCCESS,199,CRITICAL
TXNID:263597 | STATUS:REJECTED | LATENCY:145ms,263597,REJECTED,145,CRITICAL
TXNID:873657 | STATUS:PENDING | LATENCY:194ms,873657,PENDING,194,CRITICAL
TXNID:452454 | STATUS:PENDING | LATENCY:186ms,452454,PENDING,186,CRITICAL
TXNID:410051 | STATUS:FAILURE | LATENCY:190ms,410051,FAILURE,190,CRITICAL
TXNID:559980 | STATUS:REJECTED | LATENCY:154ms,559980,REJECTED,154,CRITICAL
TXNID:812552 | STATUS:FAILURE | LATENCY:197ms,812552,FAILURE,197,CRITICAL
TXNID:164270 | STATUS:REJECTED | LATENCY:20ms,164270,REJECTED,20,CRITICAL
TXNID:136119 | STATUS:REJECTED | LATENCY:67ms,136119,REJECTED,67,CRITICAL
TXNID:401056 | STATUS:REJECTED | LATENCY:107ms,401056,REJECTED,107,CRITICAL
TXNID:100603 | STATUS:REJECTED | LATENCY:101ms,100603,REJECTED,101,CRITICAL
TXNID:448496 | STATUS:REJECTED | LATENCY:77ms,448496,REJECTED,77,CRITICAL
TXNID:118161 | STATUS:SUCCESS | LATENCY:191ms,118161,SUCCESS,191,CRITICAL
TXNID:246867 | STATUS:REJECTED | LATENCY:143ms,246867,REJECTED,143,CRITICAL
TXNID:519637 | STATUS:REJECTED | LATENCY:84ms,519637,REJECTED,84,CRITICAL
TXNID:50589 | STATUS:REJECTED | LATENCY:173ms,50589,REJECTED,173,CRITICAL
TXNID:484632 | STATUS:REJECTED | LATENCY:38ms,484632,REJECTED,38,CRITICAL
TXNID:831465 | STATUS:SUCCESS | LATENCY:188ms,831465,SUCCESS,188,CRITICAL
TXNID:775204 | STATUS:FAILURE | LATENCY:193ms,775204,FAILURE,193,CRITICAL
TXNID:509836 | STATUS:REJECTED | LATENCY:84ms,509836,REJECTED,84,CRITICAL
TXNID:709754 | STATUS:REJECTED | LATENCY:164ms,709754,REJECTED,164,CRITICAL
TXNID:751317 | STATUS:REJECTED | LATENCY:198ms,751317,REJECTED,198,CRITICAL
TXNID:313117 | STATUS:REJECTED | LATENCY:71ms,313117,REJECTED,71,CRITICAL
TXNID:624050 | STATUS:SUCCESS | LATENCY:182ms,624050,SUCCESS,182,CRITICAL
TXNID:493173 | STATUS:FAILURE | LATENCY:186ms,493173,FAILURE,186,CRITICAL
TXNID:473920 | STATUS:REJECTED | LATENCY:144ms,473920,REJECTED,144,CRITICAL
TXNID:451037 | STATUS:FAILURE | LATENCY:199ms,451037,FAILURE,199,CRITICAL
TXNID:895314 | STATUS:REJECTED | LATENCY:11ms,895314,REJECTED,11,CRITICAL
TXNID:863195 | STATUS:FAILURE | LATENCY:196ms,863195,FAILURE,196,CRITICAL
TXNID:95625 | STATUS:SUCCESS | LATENCY:196ms,95625,SUCCESS,196,CRITICAL
TXNID:584168 | STATUS:REJECTED | LATENCY:33ms,584168,REJECTED,33,CRITICAL
TXNID:397397 | STATUS:REJECTED | LATENCY:107ms,397397,REJECTED,107,CRITICAL
TXNID:44519 | STATUS:REJECTED | LATENCY:82ms,44519,REJECTED,82,CRITICAL
TXNID:928725 | STATUS:SUCCESS | LATENCY:188ms,928725,SUCCESS,188,CRITICAL
TXNID:2437 | STATUS:REJECTED | LATENCY:177ms,2437,REJECTED,177,CRITICAL
TXNID:604005 | STATUS:REJECTED | LATENCY:67ms,604005,REJECTED,67,CRITICAL
TXNID:672957 | STATUS:REJECTED | LATENCY:98ms,672957,REJECTED,98,CRITICAL
TXNID:708033 | STATUS:REJECTED | LATENCY:198ms,708033,REJECTED,198,CRITICAL
TXNID:783045 | STATUS:REJECTED | LATENCY:100ms,783045,REJECTED,100,CRITICAL
TXNID:939371 | STATUS:REJECTED | LATENCY:172ms,939371,REJECTED,172,CRITICAL
TXNID:435316 | STATUS:REJECTED | LATENCY:195ms,435316,REJECTED,195,CRITICAL
TXNID:118103 | STATUS:REJECTED | LATENCY:38ms,118103,REJECTED,38,CRITICAL
TXNID:349314 | STATUS:SUCCESS | LATENCY:194ms,349314,SUCCESS,194,CRITICAL
TXNID:911867 | STATUS:REJECTED | LATENCY:62ms,911867,REJECTED,62,CRITICAL
TXNID:811600 | STATUS:REJECTED | LATENCY:39ms,811600,REJECTED,39,CRITICAL
TXNID:400260 | STATUS:REJECTED | LATENCY:196ms,400260,REJECTED,196,CRITICAL
TXNID:429090 | STATUS:REJECTED | LATENCY:43ms,429090,REJECTED,43,CRITICAL
TXNID:910466 | STATUS:REJECTED | LATENCY:175ms,910466,REJECTED,175,CRITICAL
TXNID:899659 | STATUS:REJECTED | LATENCY:9ms,899659,REJECTED,9,CRITICAL
TXNID:948831 | STATUS:REJECTED | LATENCY:40ms,948831,REJECTED,40,CRITICAL
TXNID:896639 | STATUS:REJECTED | LATENCY:162ms,896639,REJECTED,162,CRITICAL
TXNID:202253 | STATUS:FAILURE | LATENCY:185ms,202253,FAILURE,185,CRITICAL
TXNID:891710 | STATUS:REJECTED | LATENCY:136ms,891710,REJECTED,136,CRITICAL
TXNID:923616 | STATUS:FAILURE | LATENCY:198ms,923616,FAILURE,198,CRITICAL
TXNID:851775 | STATUS:REJECTED | LATENCY:23ms,851775,REJECTED,23,CRITICAL
TXNID:986398 | STATUS:REJECTED | LATENCY:153ms,986398,REJECTED,153,CRITICAL
TXNID:106612 | STATUS:FAILURE | LATENCY:188ms,106612,FAILURE,188,CRITICAL
TXNID:795918 | STATUS:REJECTED | LATENCY:123ms,795918,REJECTED,123,CRITICAL
TXNID:596300 | STATUS:REJECTED | LATENCY:198ms,596300,REJECTED,198,CRITICAL
TXNID:989527 | STATUS:REJECTED | LATENCY:180ms,989527,REJECTED,180,CRITICAL
TXNID:745674 | STATUS:REJECTED | LATENCY:46ms,745674,REJECTED,46,CRITICAL
TXNID:803842 | STATUS:REJECTED | LATENCY:47ms,803842,REJECTED,47,CRITICAL
TXNID:801272 | STATUS:REJECTED | LATENCY:66ms,801272,REJECTED,66,CRITICAL
TXNID:979503 | STATUS:REJECTED | LATENCY:97ms,979503,REJECTED,97,CRITICAL
TXNID:428830 | STATUS:REJECTED | LATENCY:105ms,428830,REJECTED,105,CRITICAL
TXNID:643027 | STATUS:REJECTED | LATENCY:172ms,643027,REJECTED,172,CRITICAL
TXNID:795029 | STATUS:REJECTED | LATENCY:183ms,795029,REJECTED,183,CRITICAL
TXNID:230539 | STATUS:PENDING | LATENCY:185ms,230539,PENDING,185,CRITICAL
TXNID:409852 | STATUS:REJECTED | LATENCY:15ms,409852,REJECTED,15,CRITICAL
TXNID:22767 | STATUS:FAILURE | LATENCY:190ms,22767,FAILURE,190,CRITICAL
TXNID:666545 | STATUS:REJECTED | LATENCY:132ms,666545,REJECTED,132,CRITICAL
TXNID:881860 | STATUS:REJECTED | LATENCY:122ms,881860,REJECTED,122,CRITICAL
TXNID:619184 | STATUS:REJECTED | LATENCY:47ms,619184,REJECTED,47,CRITICAL
TXNID:848317 | STATUS:SUCCESS | LATENCY:196ms,848317,SUCCESS,196,CRITICAL
TXNID:156666 | STATUS:REJECTED | LATENCY:84ms,156666,REJECTED,84,CRITICAL
TXNID:1968 | STATUS:REJECTED | LATENCY:194ms,1968,REJECTED,194,CRITICAL
TXNID:193440 | STATUS:REJECTED | LATENCY:81ms,193440,REJECTED,81,CRITICAL
TXNID:677934 | STATUS:REJECTED | LATENCY:173ms,677934,REJECTED,173,CRITICAL
TXNID:845308 | STATUS:FAILURE | LATENCY:182ms,845308,FAILURE,182,CRITICAL
TXNID:861727 | STATUS:REJECTED | LATENCY:176ms,861727,REJECTED,176,CRITICAL
TXNID:650324 | STATUS:FAILURE | LATENCY:188ms,650324,FAILURE,188,CRITICAL
TXNID:865166 | STATUS:REJECTED | LATENCY:189ms,865166,REJECTED,189,CRITICAL
TXNID:370814 | STATUS:REJECTED | LATENCY:172ms,370814,REJECTED,172,CRITICAL
TXNID:933574 | STATUS:REJECTED | LATENCY:140ms,933574,REJECTED,140,CRITICAL
TXNID:436566 | STATUS:REJECTED | LATENCY:26ms,436566,REJECTED,26,CRITICAL
TXNID:690730 | STATUS:REJECTED | LATENCY:125ms,690730,REJECTED,125,CRITICAL
